Month,Distribution channel,Region,Division,Type of product,Total volume,Free of charge (Volume),Sales return volume,Actual sales volume,Sales amount
2024-11-01,MT,South,Refrigerator,Multi doors,102.0,0.0,0.0,102.0,1.03976946
2024-11-01,MT,South,Refrigerator,Side by Side,482.0,0.0,2.0,480.0,4.401594719
2024-11-01,MT,Middle,RAC,Inverter,227.0,0.0,2.0,225.0,1.552267609
2024-11-01,MT,Middle,Washing Machine,Dryer Machine,2.0,0.0,0.0,2.0,0.00944
2024-11-01,MT,Middle,Washing Machine,Front load,21.0,0.0,0.0,21.0,0.109698004
2024-11-01,MT,Middle,Washing Machine,Dryer Machine,6.0,0.0,0.0,6.0,0.039229092
2024-11-01,MT,Middle,Washing Machine,Top load,95.0,0.0,0.0,95.0,0.302526735
2024-11-01,MT,Middle,Television,Small size,53.0,0.0,0.0,53.0,0.21850381
2024-11-01,MT,Middle,Television,Large size,2.0,0.0,0.0,2.0,0.013803636
2024-11-01,MT,Middle,Refrigerator,Multi doors,6.0,0.0,0.0,6.0,0.066559636
2024-11-01,MT,Middle,Refrigerator,Side by Side,50.0,0.0,0.0,50.0,0.499930185
2024-11-01,Retail,North,CAC,Others,4.0,0.0,0.0,4.0,0.123454544
2024-11-01,Retail,North,RAC,Non Inverter,2.0,0.0,0.0,0.0,0.008536364
2024-11-01,Retail,North,RAC,Inverter,12.0,0.0,0.0,6.0,0.09491818
2024-11-01,Retail,North,Others,Air purifier,29.0,0.0,0.0,0.0,0.043777272
2024-11-01,Retail,North,Washing Machine,Dryer Machine,6.0,0.0,0.0,1.0,0.027145458
2024-11-01,Retail,North,Washing Machine,Front load,13.0,0.0,0.0,1.0,0.065381817
2024-11-01,Retail,North,Washing Machine,Dryer Machine,9.0,1.0,0.0,1.0,0.047699998
2024-11-01,Retail,North,Washing Machine,Top load,20.0,0.0,0.0,1.0,0.064827639
2024-11-01,Retail,North,Television,Small size,10.0,0.0,0.0,7.0,0.050763271
2024-11-01,Retail,North,Television,Large size,6.0,0.0,0.0,0.0,0.037336363
2024-11-01,Retail,North,Refrigerator,Multi doors,3.0,0.0,0.0,2.0,0.026118182
2024-11-01,Retail,North,Refrigerator,Side by Side,1.0,0.0,0.0,0.0,0.008268182
2024-11-01,Retail,South,RAC,Non Inverter,9.0,0.0,0.0,3.0,0.031169638
2024-11-01,Retail,South,RAC,Inverter,13.0,0.0,0.0,1.0,0.054495453
2024-11-01,Retail,South,Others,Air purifier,12.0,0.0,0.0,1.0,0.019350001
2024-11-01,Retail,South,Others,Cooker,1.0,0.0,0.0,1.0,0.000196364
2024-11-01,Retail,South,Washing Machine,Dryer Machine,2.0,0.0,0.0,2.0,0.003304
2024-11-01,Retail,South,Washing Machine,Front load,8.0,0.0,0.0,4.0,0.031433635
2024-11-01,Retail,South,Washing Machine,Dryer Machine,3.0,0.0,0.0,1.0,0.017090908
2024-11-01,Retail,South,Washing Machine,Top load,6.0,0.0,0.0,1.0,0.016356546
2024-11-01,Retail,South,Television,Small size,4.0,0.0,0.0,0.0,0.015472729
2024-11-01,Retail,South,Television,Large size,8.0,0.0,0.0,7.0,0.043609997
2024-11-01,Retail,South,Refrigerator,Top freezer,6.0,0.0,0.0,6.0,0.021383275
2024-11-01,Retail,South,Refrigerator,Multi doors,3.0,0.0,0.0,3.0,0.012592365
2024-11-01,Retail,South,Refrigerator,Side by Side,7.0,0.0,0.0,4.0,0.035528727
2024-11-01,Retail,Middle,Others,Air purifier,6.0,6.0,0.0,0.0,0.0
2024-11-01,Retail,Middle,Washing Machine,Front load,1.0,0.0,0.0,1.0,0.00368
2024-11-01,Retail,Middle,Washing Machine,Dryer Machine,1.0,0.0,0.0,1.0,0.003652727
2024-11-01,Retail,Middle,Television,Large size,5.0,0.0,0.0,5.0,0.02621818
2025-01-01,GT,North,CAC,Others,324.0,0.0,0.0,324.0,6.458376714
2025-01-01,GT,North,RAC,Non inverter,12573.0,0.0,0.0,12573.0,62.069542663
2025-01-01,GT,North,RAC,Inverter,26891.0,118.0,18.0,26755.0,180.184865248
2025-01-01,GT,North,Others,Air purifier,2.0,2.0,0.0,0.0,0.0
2025-01-01,GT,North,Others,Water purifier,182.0,0.0,0.0,182.0,0.663395462
2025-01-01,GT,North,Washing Machine,Front load,2487.0,0.0,0.0,2487.0,14.841463475
2025-01-01,GT,North,Washing Machine,Top load,504.0,0.0,0.0,504.0,1.557818136
2025-01-01,GT,North,Television,Small size,541.0,346.0,0.0,195.0,0.716136435
2025-01-01,GT,North,Refrigerator,Bottom freezer,1.0,0.0,0.0,1.0,0.002586364
2025-01-01,GT,North,Refrigerator,Top freezer,1.0,0.0,0.0,1.0,0.001809091
2025-01-01,GT,North,Refrigerator,Multi doors,810.0,0.0,0.0,810.0,7.752000022
2025-01-01,GT,North,Refrigerator,Side by Side,574.0,0.0,0.0,574.0,4.819181784
2025-01-01,GT,South,CAC,Others,53.0,0.0,0.0,53.0,0.872463636
2025-01-01,GT,South,RAC,Non inverter,255.0,0.0,0.0,255.0,1.06636359
2025-01-01,GT,South,RAC,Inverter,12645.0,0.0,0.0,12645.0,80.012046675
2025-01-01,GT,South,Others,Air purifier,3.0,3.0,0.0,0.0,0.0
2025-01-01,GT,South,Washing Machine,Front load,45.0,0.0,0.0,45.0,0.269154541
2025-01-01,GT,South,Washing Machine,Top load,68.0,20.0,0.0,48.0,0.195272712
2025-01-01,GT,South,Television,Small size,141.0,41.0,0.0,100.0,0.42818182
2025-01-01,GT,South,Television,Large size,3.0,3.0,0.0,0.0,0.0
2025-01-01,GT,South,Refrigerator,Multi doors,148.0,0.0,0.0,148.0,1.48472728
2025-01-01,GT,South,Refrigerator,Side by Side,282.0,0.0,0.0,282.0,2.33972724
2025-01-01,GT,Middle,RAC,Non inverter,1479.0,0.0,0.0,1479.0,7.082726929
2025-01-01,GT,Middle,RAC,Inverter,8717.0,57.0,0.0,8660.0,54.447591647
2025-01-01,GT,Middle,Washing Machine,Front load,112.0,1.0,0.0,111.0,0.726290901
2025-01-01,GT,Middle,Washing Machine,Top load,121.0,13.0,0.0,108.0,0.439363602
2025-01-01,GT,Middle,Television,Small size,104.0,37.0,0.0,67.0,0.287454548
2025-01-01,GT,Middle,Refrigerator,Multi doors,102.0,0.0,0.0,102.0,1.049727279
2025-01-01,GT,Middle,Refrigerator,Side by Side,85.0,0.0,0.0,85.0,0.71772727
2025-01-01,MT,North,CAC,Others,8.0,0.0,0.0,8.0,0.183308181
2025-01-01,MT,North,RAC,Non inverter,15.0,0.0,0.0,15.0,0.103702911
2025-01-01,MT,North,RAC,Inverter,213.0,0.0,0.0,213.0,1.833661364
2025-01-01,MT,North,Washing Machine,Dryer Machine,55.0,0.0,0.0,55.0,0.262373
2025-01-01,MT,North,Washing Machine,Front load,445.0,0.0,0.0,445.0,2.302459353
2025-01-01,MT,North,Washing Machine,Top load,354.0,0.0,0.0,354.0,1.186052503
2025-01-01,MT,North,Television,Small size,375.0,0.0,0.0,375.0,1.417045498
2025-01-01,MT,North,Television,Large size,5.0,0.0,0.0,5.0,0.03450909
2025-01-01,MT,North,Refrigerator,Multi doors,27.0,0.0,0.0,27.0,0.322604357
2025-01-01,MT,North,Refrigerator,Side by Side,112.0,0.0,0.0,112.0,1.16879418
2025-01-01,MT,South,CAC,Others,6.0,0.0,0.0,6.0,0.142418182
2025-01-01,MT,South,RAC,Inverter,9195.0,0.0,5.0,9190.0,51.085617834
2025-01-01,MT,South,Washing Machine,Dryer Machine,19.0,0.0,0.0,19.0,0.08968
2025-01-01,MT,South,Washing Machine,Front load,82.0,0.0,0.0,82.0,0.447292113
2025-01-01,MT,South,Washing Machine,Top load,395.0,0.0,0.0,395.0,1.271792849
2025-01-01,MT,South,Television,Small size,531.0,0.0,1.0,530.0,1.945167814
2025-01-01,MT,South,Television,Large size,44.0,0.0,0.0,44.0,0.303679992
2025-01-01,MT,South,Refrigerator,Multi doors,33.0,0.0,0.0,33.0,0.391262719
2025-01-01,MT,South,Refrigerator,Side by Side,177.0,0.0,0.0,177.0,1.790136211
2025-01-01,MT,Middle,RAC,Inverter,364.0,0.0,0.0,364.0,2.140952419
2025-01-01,MT,Middle,Washing Machine,Dryer Machine,7.0,0.0,0.0,7.0,0.03304
2025-01-01,MT,Middle,Washing Machine,Front load,12.0,0.0,0.0,12.0,0.0631
2025-01-01,MT,Middle,Washing Machine,Top load,21.0,0.0,0.0,21.0,0.076310544
2025-01-01,MT,Middle,Television,Small size,98.0,0.0,0.0,98.0,0.380426377
2025-01-01,MT,Middle,Television,Large size,13.0,0.0,0.0,13.0,0.089723634
2025-01-01,MT,Middle,Refrigerator,Multi doors,5.0,0.0,0.0,5.0,0.059963635
2025-01-01,MT,Middle,Refrigerator,Side by Side,27.0,0.0,0.0,27.0,0.27028655
2025-01-01,Retail,North,RAC,Non inverter,8.0,0.0,0.0,0.0,0.031886361
2025-01-01,Retail,North,RAC,Inverter,62.0,5.0,0.0,1.0,0.311472723
2025-01-01,Retail,North,Others,Air purifier,32.0,10.0,1.0,-1.0,0.041668175
2025-01-01,Retail,North,Washing Machine,Dryer Machine,16.0,0.0,0.0,1.0,0.074368185
2025-01-01,Retail,North,Washing Machine,Front load,39.0,0.0,0.0,0.0,0.199404549
2025-01-01,Retail,North,Washing Machine,Top load,31.0,1.0,0.0,1.0,0.08959546
2025-01-01,Retail,North,Television,Small size,11.0,1.0,0.0,0.0,0.043409088
2025-01-01,Retail,North,Television,Large size,55.0,0.0,0.0,0.0,0.318699997
2025-01-01,Retail,North,Refrigerator,Multi doors,9.0,0.0,0.0,2.0,0.081354545
2025-01-01,Retail,North,Refrigerator,Side by Side,16.0,0.0,0.0,0.0,0.119995454
2025-01-01,Retail,South,RAC,Non inverter,4.0,0.0,0.0,0.0,0.015436362
2025-01-01,Retail,South,RAC,Inverter,17.0,2.0,0.0,1.0,0.072668182
2025-01-01,Retail,South,Others,Air purifier,17.0,17.0,0.0,0.0,0.0
2025-01-01,Retail,South,Washing Machine,Dryer Machine,2.0,0.0,0.0,0.0,0.009154545
2025-01-01,Retail,South,Washing Machine,Front load,6.0,0.0,0.0,0.0,0.031972728
2025-01-01,Retail,South,Washing Machine,Dryer machine,12.0,0.0,0.0,0.0,0.071313635
2025-01-01,Retail,South,Washing Machine,Top load,9.0,0.0,0.0,0.0,0.02563182
2025-01-01,Retail,South,Television,Small size,14.0,13.0,0.0,0.0,0.004722728
2025-01-01,Retail,South,Television,Large size,5.0,0.0,0.0,0.0,0.031609089
2025-01-01,Retail,South,Refrigerator,Multi doors,4.0,0.0,0.0,0.0,0.042172727
2025-01-01,Retail,South,Refrigerator,Side by Side,3.0,0.0,0.0,0.0,0.025795455
2025-01-01,Retail,Middle,RAC,Inverter,7.0,2.0,0.0,0.0,0.02140909
2025-01-01,Retail,Middle,Washing Machine,Dryer Machine,1.0,0.0,0.0,1.0,0.0039
2025-01-01,Retail,Middle,Washing Machine,Top load,1.0,0.0,0.0,0.0,0.004909091
2025-01-01,Retail,Middle,Television,Small size,1.0,0.0,0.0,0.0,0.004154545
2025-01-01,Retail,Middle,Television,Large size,1.0,0.0,0.0,1.0,0.007633636
2025-01-01,Retail,Middle,Refrigerator,Side by Side,1.0,0.0,0.0,0.0,0.007054545
2024-12-01,GT,North,CAC,Others,740.0,0.0,0.0,740.0,14.262054536
2024-12-01,GT,North,RAC,Non inverter,130.0,0.0,10.0,110.0,0.45363641
2024-12-01,GT,North,RAC,Inverter,256.0,0.0,13.0,230.0,2.273454611
2024-12-01,GT,North,Others,Air purifier,1.0,1.0,0.0,0.0,0.0
2024-12-01,GT,North,Washing Machine,Dryer Machine,120.0,0.0,0.0,120.0,0.54
2024-12-01,GT,North,Washing Machine,Front load,596.0,1.0,0.0,595.0,3.129318115
2024-12-01,GT,North,Washing Machine,Top load,660.0,430.0,0.0,230.0,0.758818123
2024-12-01,GT,North,Television,Small size,2424.0,961.0,0.0,1463.0,6.977454225
2024-12-01,GT,North,Television,Large size,960.0,1.0,0.0,959.0,6.407863462
2024-12-01,GT,North,Refrigerator,Multi doors,55.0,0.0,0.0,55.0,0.495
2024-12-01,GT,South,CAC,Others,208.0,0.0,0.0,208.0,3.647200002
2024-12-01,GT,South,RAC,Non inverter,836.0,0.0,0.0,836.0,3.640772845
2024-12-01,GT,South,RAC,Inverter,6676.0,144.0,0.0,6532.0,40.780637116
2024-12-01,GT,South,Washing Machine,Dryer Machine,70.0,0.0,0.0,70.0,0.315
2024-12-01,GT,South,Washing Machine,Front load,321.0,0.0,0.0,321.0,1.565727249
2024-12-01,GT,South,Washing Machine,Dryer machine,20.0,0.0,0.0,20.0,0.11727272
2024-12-01,GT,South,Washing Machine,Top load,716.0,40.0,0.0,676.0,2.344681624
2024-12-01,GT,South,Television,Small size,1199.0,15.0,0.0,1184.0,5.111590948
2024-12-01,GT,South,Television,Large size,86.0,1.0,0.0,85.0,0.56454544
2024-12-01,GT,South,Refrigerator,Multi doors,11.0,0.0,0.0,11.0,0.099
2024-12-01,GT,South,Refrigerator,Side by Side,31.0,0.0,0.0,31.0,0.260636362
2024-12-01,GT,Middle,CAC,Others,126.0,6.0,0.0,120.0,2.506518181
2024-12-01,GT,Middle,RAC,Non inverter,119.0,0.0,0.0,119.0,0.487372474
2024-12-01,GT,Middle,RAC,Inverter,1920.0,0.0,0.0,1920.0,10.897727469
2024-12-01,GT,Middle,Others,Direct,1.0,0.0,0.0,1.0,0.000676364
2024-12-01,GT,Middle,Washing Machine,Front load,93.0,0.0,0.0,93.0,0.490934179
2024-12-01,GT,Middle,Washing Machine,Top load,61.0,21.0,0.0,40.0,0.16272726
2024-12-01,GT,Middle,Television,Small size,966.0,86.0,0.0,880.0,3.985909
2024-12-01,GT,Middle,Refrigerator,Bottom freezer,1.0,0.0,0.0,1.0,0.0046469
2024-12-01,GT,Middle,Refrigerator,Top freezer,9.0,0.0,0.0,9.0,0.030761273
2024-12-01,GT,Middle,Refrigerator,Multi doors,10.0,0.0,0.0,10.0,0.09
2024-12-01,GT,Middle,Refrigerator,Side by Side,38.0,1.0,0.0,37.0,0.304141091
2024-12-01,MT,North,CAC,Others,1.0,0.0,0.0,1.0,0.0126
2024-12-01,MT,North,RAC,Inverter,1190.0,0.0,0.0,1190.0,8.198655274
2024-12-01,MT,North,Washing Machine,Dryer Machine,151.0,0.0,1.0,149.0,0.701156
2024-12-01,MT,North,Washing Machine,Front load,718.0,0.0,1.0,716.0,3.713806745
2024-12-01,MT,North,Washing Machine,Top load,527.0,0.0,0.0,527.0,1.793372491
2024-12-01,MT,North,Television,Small size,155.0,0.0,0.0,155.0,0.646325474
2024-12-01,MT,North,Television,Large size,120.0,0.0,1.0,118.0,0.809687251
2024-12-01,MT,North,Refrigerator,Mini,50.0,0.0,0.0,50.0,0.1131
2024-12-01,MT,North,Refrigerator,Multi doors,31.0,0.0,0.0,31.0,0.372374173
2024-12-01,MT,North,Refrigerator,Side by Side,315.0,0.0,0.0,315.0,3.244148846
2024-12-01,MT,South,CAC,Others,9.0,0.0,0.0,9.0,0.189263635
2024-12-01,MT,South,RAC,Non inverter,18.0,0.0,0.0,18.0,0.210472362
2024-12-01,MT,South,RAC,Inverter,4242.0,0.0,8.0,4226.0,25.498881534
2024-12-01,MT,South,Washing Machine,Dryer Machine,27.0,0.0,0.0,27.0,0.125316
2024-12-01,MT,South,Washing Machine,Front load,284.0,0.0,0.0,284.0,1.543960879
2024-12-01,MT,South,Washing Machine,Dryer machine,15.0,0.0,0.0,15.0,0.099298635
2024-12-01,MT,South,Washing Machine,Top load,250.0,0.0,0.0,250.0,0.908345805
2024-12-01,MT,South,Television,Small size,249.0,0.0,3.0,243.0,1.049160149
2024-12-01,MT,South,Television,Large size,107.0,0.0,7.0,93.0,0.549539085
2024-12-01,MT,South,Refrigerator,Mini,100.0,0.0,0.0,100.0,0.2262
2024-12-01,MT,South,Refrigerator,Multi doors,33.0,0.0,0.0,33.0,0.391262719
2024-12-01,MT,South,Refrigerator,Side by Side,522.0,0.0,0.0,522.0,5.336716069
2024-12-01,MT,Middle,CAC,Others,1.0,0.0,0.0,1.0,0.025609091
2024-12-01,MT,Middle,RAC,Inverter,260.0,0.0,1.0,258.0,1.627683796
2024-12-01,MT,Middle,Washing Machine,Dryer Machine,12.0,0.0,0.0,12.0,0.05664
2024-12-01,MT,Middle,Washing Machine,Front load,44.0,0.0,0.0,44.0,0.238367281
2024-12-01,MT,Middle,Washing Machine,Top load,59.0,0.0,1.0,57.0,0.21241182
2024-12-01,MT,Middle,Television,Small size,52.0,0.0,0.0,52.0,0.217515647
2024-12-01,MT,Middle,Television,Large size,11.0,0.0,0.0,11.0,0.07034909
2024-12-01,MT,Middle,Refrigerator,Multi doors,7.0,0.0,0.0,7.0,0.083949089
2024-12-01,MT,Middle,Refrigerator,Side by Side,45.0,0.0,0.0,45.0,0.454259445
2024-12-01,Retail,North,CAC,Others,1.0,0.0,0.0,1.0,0.002727273
2024-12-01,Retail,North,RAC,Non inverter,2.0,0.0,0.0,2.0,0.00599091
2024-12-01,Retail,North,RAC,Inverter,15.0,4.0,0.0,11.0,0.071690909
2024-12-01,Retail,North,Others,Air purifier,80.0,56.0,0.0,24.0,0.045122733
2024-12-01,Retail,North,Washing Machine,Dryer Machine,5.0,0.0,0.0,5.0,0.019695455
2024-12-01,Retail,North,Washing Machine,Front load,25.0,0.0,1.0,23.0,0.113394198
2024-12-01,Retail,North,Washing Machine,Dryer machine,29.0,0.0,0.0,29.0,0.168081807
2024-12-01,Retail,North,Washing Machine,Top load,70.0,8.0,0.0,62.0,0.179584592
2024-12-01,Retail,North,Television,Small size,10.0,3.0,0.0,7.0,0.020595454
2024-12-01,Retail,North,Television,Large size,20.0,1.0,0.0,19.0,0.123475761
2024-12-01,Retail,North,Refrigerator,Multi doors,7.0,0.0,0.0,7.0,0.057922729
2024-12-01,Retail,North,Refrigerator,Side by Side,1.0,0.0,0.0,1.0,0.008172728
2024-12-01,Retail,South,RAC,Non inverter,3.0,0.0,0.0,3.0,0.012258281
2024-12-01,Retail,South,RAC,Inverter,17.0,0.0,0.0,17.0,0.084331816
2024-12-01,Retail,South,Others,Air purifier,15.0,6.0,0.0,9.0,0.01774091
2024-12-01,Retail,South,Washing Machine,Front load,10.0,0.0,0.0,10.0,0.052182629
2024-12-01,Retail,South,Washing Machine,Dryer machine,4.0,0.0,0.0,4.0,0.024159089
2024-12-01,Retail,South,Washing Machine,Top load,23.0,0.0,0.0,23.0,0.064522733
2024-12-01,Retail,South,Television,Small size,3.0,1.0,0.0,2.0,0.009527273
2024-12-01,Retail,South,Television,Large size,1.0,0.0,0.0,1.0,0.007718182
2024-12-01,Retail,Middle,RAC,Inverter,15.0,14.0,0.0,1.0,0.007909091
2024-12-01,Retail,Middle,Others,Air purifier,1.0,0.0,0.0,1.0,0.001513636
2024-12-01,Retail,Middle,Washing Machine,Front load,2.0,1.0,0.0,1.0,0.003981818
2024-12-01,Retail,Middle,Washing Machine,Top load,1.0,0.0,0.0,1.0,0.00228
2024-12-01,Retail,Middle,Television,Large size,1.0,0.0,0.0,1.0,0.005790909
2025-01-01,GT,North,CAC,Others,324.0,0.0,0.0,324.0,6.458376714
2025-01-01,GT,North,RAC,Non inverter,12573.0,0.0,0.0,12573.0,62.069542663
2025-01-01,GT,North,RAC,Inverter,26891.0,118.0,18.0,26755.0,180.184865248
2025-01-01,GT,North,Others,Air purifier,2.0,2.0,0.0,0.0,0.0
2025-01-01,GT,North,Others,Water purifier,182.0,0.0,0.0,182.0,0.663395462
2025-01-01,GT,North,Washing Machine,Front load,2487.0,0.0,0.0,2487.0,14.841463475
2025-01-01,GT,North,Washing Machine,Top load,504.0,0.0,0.0,504.0,1.557818136
2025-01-01,GT,North,Television,Small size,541.0,346.0,0.0,195.0,0.716136435
2025-01-01,GT,North,Refrigerator,Bottom freezer,1.0,0.0,0.0,1.0,0.002586364
2025-01-01,GT,North,Refrigerator,Top freezer,1.0,0.0,0.0,1.0,0.001809091
2025-01-01,GT,North,Refrigerator,Multi doors,810.0,0.0,0.0,810.0,7.752000022
2025-01-01,GT,North,Refrigerator,Side by Side,574.0,0.0,0.0,574.0,4.819181784
2025-01-01,GT,South,CAC,Others,53.0,0.0,0.0,53.0,0.872463636
2025-01-01,GT,South,RAC,Non inverter,255.0,0.0,0.0,255.0,1.06636359
2025-01-01,GT,South,RAC,Inverter,12645.0,0.0,0.0,12645.0,80.012046675
2025-01-01,GT,South,Others,Air purifier,3.0,3.0,0.0,0.0,0.0
2025-01-01,GT,South,Washing Machine,Front load,45.0,0.0,0.0,45.0,0.269154541
2025-01-01,GT,South,Washing Machine,Top load,68.0,20.0,0.0,48.0,0.195272712
2025-01-01,GT,South,Television,Small size,141.0,41.0,0.0,100.0,0.42818182
2025-01-01,GT,South,Television,Large size,3.0,3.0,0.0,0.0,0.0
2025-01-01,GT,South,Refrigerator,Multi doors,148.0,0.0,0.0,148.0,1.48472728
2025-01-01,GT,South,Refrigerator,Side by Side,282.0,0.0,0.0,282.0,2.33972724
2025-01-01,GT,Middle,RAC,Non inverter,1479.0,0.0,0.0,1479.0,7.082726929
2025-01-01,GT,Middle,RAC,Inverter,8717.0,57.0,0.0,8660.0,54.447591647
2025-01-01,GT,Middle,Washing Machine,Front load,112.0,1.0,0.0,111.0,0.726290901
2025-01-01,GT,Middle,Washing Machine,Top load,121.0,13.0,0.0,108.0,0.439363602
2025-01-01,GT,Middle,Television,Small size,104.0,37.0,0.0,67.0,0.287454548
2025-01-01,GT,Middle,Refrigerator,Multi doors,102.0,0.0,0.0,102.0,1.049727279
2025-01-01,GT,Middle,Refrigerator,Side by Side,85.0,0.0,0.0,85.0,0.71772727
2025-01-01,MT,North,CAC,Others,8.0,0.0,0.0,8.0,0.183308181
2025-01-01,MT,North,RAC,Non inverter,15.0,0.0,0.0,15.0,0.103702911
2025-01-01,MT,North,RAC,Inverter,213.0,0.0,0.0,213.0,1.833661364
2025-01-01,MT,North,Washing Machine,Dryer Machine,55.0,0.0,0.0,55.0,0.262373
2025-01-01,MT,North,Washing Machine,Front load,445.0,0.0,0.0,445.0,2.302459353
2025-01-01,MT,North,Washing Machine,Top load,354.0,0.0,0.0,354.0,1.186052503
2025-01-01,MT,North,Television,Small size,375.0,0.0,0.0,375.0,1.417045498
2025-01-01,MT,North,Television,Large size,5.0,0.0,0.0,5.0,0.03450909
2025-01-01,MT,North,Refrigerator,Multi doors,27.0,0.0,0.0,27.0,0.322604357
2025-01-01,MT,North,Refrigerator,Side by Side,112.0,0.0,0.0,112.0,1.16879418
2025-01-01,MT,South,CAC,Others,6.0,0.0,0.0,6.0,0.142418182
2025-01-01,MT,South,RAC,Inverter,9195.0,0.0,5.0,9190.0,51.085617834
2025-01-01,MT,South,Washing Machine,Dryer Machine,19.0,0.0,0.0,19.0,0.08968
2025-01-01,MT,South,Washing Machine,Front load,82.0,0.0,0.0,82.0,0.447292113
2025-01-01,MT,South,Washing Machine,Top load,395.0,0.0,0.0,395.0,1.271792849
2025-01-01,MT,South,Television,Small size,531.0,0.0,1.0,530.0,1.945167814
2025-01-01,MT,South,Television,Large size,44.0,0.0,0.0,44.0,0.303679992
2025-01-01,MT,South,Refrigerator,Multi doors,33.0,0.0,0.0,33.0,0.391262719
2025-01-01,MT,South,Refrigerator,Side by Side,177.0,0.0,0.0,177.0,1.790136211
2025-01-01,MT,Middle,RAC,Inverter,364.0,0.0,0.0,364.0,2.140952419
2025-01-01,MT,Middle,Washing Machine,Dryer Machine,7.0,0.0,0.0,7.0,0.03304
2025-01-01,MT,Middle,Washing Machine,Front load,12.0,0.0,0.0,12.0,0.0631
2025-01-01,MT,Middle,Washing Machine,Top load,21.0,0.0,0.0,21.0,0.076310544
2025-01-01,MT,Middle,Television,Small size,98.0,0.0,0.0,98.0,0.380426377
2025-01-01,MT,Middle,Television,Large size,13.0,0.0,0.0,13.0,0.089723634
2025-01-01,MT,Middle,Refrigerator,Multi doors,5.0,0.0,0.0,5.0,0.059963635
2025-01-01,MT,Middle,Refrigerator,Side by Side,27.0,0.0,0.0,27.0,0.27028655
2025-01-01,Retail,North,RAC,Non inverter,8.0,0.0,0.0,0.0,0.031886361
2025-01-01,Retail,North,RAC,Inverter,62.0,5.0,0.0,1.0,0.311472723
2025-01-01,Retail,North,Others,Air purifier,32.0,10.0,1.0,-1.0,0.041668175
2025-01-01,Retail,North,Washing Machine,Dryer Machine,16.0,0.0,0.0,1.0,0.074368185
2025-01-01,Retail,North,Washing Machine,Front load,39.0,0.0,0.0,0.0,0.199404549
2025-01-01,Retail,North,Washing Machine,Top load,31.0,1.0,0.0,1.0,0.08959546
2025-01-01,Retail,North,Television,Small size,11.0,1.0,0.0,0.0,0.043409088
2025-01-01,Retail,North,Television,Large size,55.0,0.0,0.0,0.0,0.318699997
2025-01-01,Retail,North,Refrigerator,Multi doors,9.0,0.0,0.0,2.0,0.081354545
2025-01-01,Retail,North,Refrigerator,Side by Side,16.0,0.0,0.0,0.0,0.119995454
2025-01-01,Retail,South,RAC,Non inverter,4.0,0.0,0.0,0.0,0.015436362
2025-01-01,Retail,South,RAC,Inverter,17.0,2.0,0.0,1.0,0.072668182
2025-01-01,Retail,South,Others,Air purifier,17.0,17.0,0.0,0.0,0.0
2025-01-01,Retail,South,Washing Machine,Dryer Machine,2.0,0.0,0.0,0.0,0.009154545
2025-01-01,Retail,South,Washing Machine,Front load,6.0,0.0,0.0,0.0,0.031972728
2025-01-01,Retail,South,Washing Machine,Dryer machine,12.0,0.0,0.0,0.0,0.071313635
2025-01-01,Retail,South,Washing Machine,Top load,9.0,0.0,0.0,0.0,0.02563182
2025-01-01,Retail,South,Television,Small size,14.0,13.0,0.0,0.0,0.004722728
2025-01-01,Retail,South,Television,Large size,5.0,0.0,0.0,0.0,0.031609089
2025-01-01,Retail,South,Refrigerator,Multi doors,4.0,0.0,0.0,0.0,0.042172727
2025-01-01,Retail,South,Refrigerator,Side by Side,3.0,0.0,0.0,0.0,0.025795455
2025-01-01,Retail,Middle,RAC,Inverter,7.0,2.0,0.0,0.0,0.02140909
2025-01-01,Retail,Middle,Washing Machine,Dryer Machine,1.0,0.0,0.0,1.0,0.0039
2025-01-01,Retail,Middle,Washing Machine,Top load,1.0,0.0,0.0,0.0,0.004909091
2025-01-01,Retail,Middle,Television,Small size,1.0,0.0,0.0,0.0,0.004154545
2025-01-01,Retail,Middle,Television,Large size,1.0,0.0,0.0,1.0,0.007633636
2025-01-01,Retail,Middle,Refrigerator,Side by Side,1.0,0.0,0.0,0.0,0.007054545
2025-02-01,GT,North,CAC,Others,10.0,0.0,0.0,10.0,0.199532636
2025-02-01,GT,North,RAC,Non Inverter,15867.0,0.0,0.0,15867.0,77.669266506
2025-02-01,GT,North,RAC,Inverter,20037.0,143.0,0.0,19894.0,112.358152258
2025-02-01,GT,North,Others,Water purifier,569.0,0.0,0.0,569.0,2.003861768
2025-02-01,GT,North,Others,Electric fan,880.0,0.0,0.0,880.0,0.64569046
2025-02-01,GT,North,Others,Air purifier,3.0,3.0,0.0,0.0,0.0
2025-02-01,GT,North,Washing Machine,Dryer Machine,1020.0,0.0,0.0,1020.0,4.59
2025-02-01,GT,North,Washing Machine,Front load,1335.0,0.0,0.0,1335.0,7.140227245
2025-02-01,GT,North,Washing Machine,Top load,1588.0,5.0,0.0,1583.0,5.515090538
2025-02-01,GT,North,Television,Small size,500.0,0.0,0.0,500.0,2.4272727
2025-02-01,GT,North,Refrigerator,Multi doors,399.0,1.0,0.0,398.0,3.730909098
2025-02-01,GT,North,Refrigerator,Side by Side,349.0,0.0,0.0,349.0,2.866909034
2025-02-01,GT,South,CAC,Others,28.0,0.0,0.0,28.0,0.609790902
